school_id,school_name,canonical_year,avg_non_need_grant_first_year_ft,non_need_aid_recipients_first_year_ft,non_need_aid_share_first_year_ft,avg_aid_package_first_year_ft,avg_need_grant_first_year_ft,avg_net_price,net_price_0_30k,net_price_30k_48k,net_price_48k_75k,net_price_75k_110k,net_price_110k_plus,graduation_rate_6yr,median_debt_completers,earnings_10yr_median,archive_url,methodology_url,api_example
bowdoin,Bowdoin College,,,,,,,,,,,,,,,,,https://www.collegedata.fyi/methodology/merit-profile,"https://api.collegedata.fyi/rest/v1/school_merit_profile?school_id=eq.bowdoin&select=school_id,school_name,canonical_year,avg_non_need_grant_first_year_ft,non_need_aid_recipients_first_year_ft,non_need_aid_share_first_year_ft,avg_net_price,graduation_rate_6yr,earnings_10yr_median"
